ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,SalesOrderNumber,OrderQuantity,SalesAmount
369,20200114,20200126,20200121,21211,SO46818,1,2443.35
368,20200114,20200126,20200121,21001,SO46819,1,2443.35
352,20200115,20200127,20200122,28510,SO46820,1,2071.4196
377,20200115,20200127,20200122,24824,SO46821,1,2181.5625
325,20200115,20200127,20200122,15155,SO46822,1,782.99
323,20200115,20200127,20200122,15193,SO46823,1,782.99
385,20200115,20200127,20200122,24608,SO46824,1,1000.4375
354,20200115,20200127,20200122,12574,SO46825,1,2071.4196
360,20200115,20200127,20200122,12575,SO46826,1,2049.0982
373,20200116,20200128,20200123,13799,SO46827,1,2181.5625
385,20200116,20200128,20200123,13990,SO46828,1,1000.4375
369,20200116,20200128,20200123,24786,SO46829,1,2443.35
337,20200116,20200128,20200123,19910,SO46830,1,782.99
369,20200116,20200128,20200123,13066,SO46831,1,2443.35
352,20200116,20200128,20200123,20188,SO46832,1,2071.4196
354,20200116,20200128,20200123,12360,SO46833,1,2071.4196
379,20200116,20200128,20200123,12923,SO46834,1,2181.5625
371,20200117,20200129,20200124,13768,SO46835,1,2181.5625
377,20200117,20200129,20200124,13769,SO46836,1,2181.5625
381,20200117,20200129,20200124,14003,SO46837,1,1000.4375
375,20200117,20200129,20200124,12922,SO46838,1,2181.5625
375,20200117,20200129,20200124,24817,SO46839,1,2181.5625
369,20200117,20200129,20200124,13058,SO46840,1,2443.35
371,20200117,20200129,20200124,13174,SO46841,1,2181.5625
321,20200117,20200129,20200124,15166,SO46842,1,782.99
375,20200117,20200129,20200124,21168,SO46843,1,2181.5625
358,20200117,20200129,20200124,12343,SO46844,1,2049.0982
358,20200118,20200130,20200125,11603,SO46845,1,2049.0982
373,20200118,20200130,20200125,13575,SO46846,1,2181.5625
371,20200118,20200130,20200125,13793,SO46847,1,2181.5625
371,20200118,20200130,20200125,16201,SO46848,1,2181.5625
370,20200118,20200130,20200125,24960,SO46849,1,2443.35
370,20200118,20200130,20200125,13221,SO46850,1,2443.35
360,20200118,20200130,20200125,20209,SO46851,1,2049.0982
333,20200118,20200130,20200125,15194,SO46852,1,782.99
368,20200118,20200130,20200125,21192,SO46853,1,2443.35
375,20200118,20200130,20200125,20997,SO46854,1,2181.5625
379,20200119,20200131,20200126,15117,SO46855,1,2181.5625
370,20200119,20200131,20200126,12935,SO46856,1,2443.35
371,20200119,20200131,20200126,13064,SO46857,1,2181.5625
370,20200119,20200131,20200126,13067,SO46858,1,2443.35
370,20200119,20200131,20200126,13205,SO46859,1,2443.35
371,20200119,20200131,20200126,21180,SO46860,1,2181.5625
377,20200119,20200131,20200126,21214,SO46861,1,2181.5625
362,20200120,20200201,20200127,11550,SO46862,1,2049.0982
362,20200120,20200201,20200127,11575,SO46863,1,2049.0982
373,20200120,20200201,20200127,16045,SO46864,1,2181.5625
375,20200120,20200201,20200127,15456,SO46865,1,2181.5625
369,20200120,20200201,20200127,12981,SO46866,1,2443.35
377,20200120,20200201,20200127,13029,SO46867,1,2181.5625
369,20200120,20200201,20200127,13189,SO46868,1,2443.35
379,20200121,20200202,20200128,13577,SO46869,1,2181.5625
368,20200121,20200202,20200128,13605,SO46870,1,2443.35
370,20200121,20200202,20200128,13800,SO46871,1,2443.35
385,20200121,20200202,20200128,19186,SO46872,1,1000.4375
377,20200121,20200202,20200128,21167,SO46873,1,2181.5625
381,20200121,20200202,20200128,24606,SO46874,1,1000.4375
362,20200122,20200203,20200129,11470,SO46875,1,2049.0982
375,20200122,20200203,20200129,15084,SO46876,1,2181.5625
370,20200122,20200203,20200129,12926,SO46877,1,2443.35
369,20200122,20200203,20200129,25061,SO46878,1,2443.35
379,20200122,20200203,20200129,13224,SO46879,1,2181.5625
335,20200122,20200203,20200129,15167,SO46880,1,782.99
354,20200122,20200203,20200129,12572,SO46881,1,2071.4196
343,20200122,20200203,20200129,25960,SO46882,1,782.99
352,20200122,20200203,20200129,26241,SO46883,1,2071.4196
368,20200123,20200204,20200130,13565,SO46884,1,2443.35
373,20200123,20200204,20200130,15933,SO46885,1,2181.5625
377,20200123,20200204,20200130,28669,SO46886,1,2181.5625
362,20200123,20200204,20200130,12340,SO46887,1,2049.0982
325,20200123,20200204,20200130,26021,SO46888,1,782.99
383,20200124,20200205,20200131,19173,SO46889,1,1000.4375
368,20200124,20200205,20200131,12921,SO46890,1,2443.35
325,20200124,20200205,20200131,20592,SO46891,1,782.99
370,20200124,20200205,20200131,13086,SO46892,1,2443.35
369,20200124,20200205,20200131,28659,SO46893,1,2443.35
356,20200124,20200205,20200131,26120,SO46894,1,2071.4196
354,20200124,20200205,20200131,26183,SO46895,1,2071.4196
333,20200124,20200205,20200131,15189,SO46896,1,782.99
368,20200124,20200205,20200131,21179,SO46897,1,2443.35
369,20200124,20200205,20200131,21205,SO46898,1,2443.35
381,20200125,20200206,20200201,13999,SO46899,1,1000.4375
375,20200125,20200206,20200201,21194,SO46900,1,2181.5625
375,20200125,20200206,20200201,21203,SO46901,1,2181.5625
375,20200125,20200206,20200201,21000,SO46902,1,2181.5625
354,20200125,20200206,20200201,12353,SO46903,1,2071.4196
387,20200126,20200207,20200202,17080,SO46904,1,1000.4375
375,20200126,20200207,20200202,16053,SO46905,1,2181.5625
368,20200126,20200207,20200202,12950,SO46906,1,2443.35
368,20200126,20200207,20200202,13087,SO46907,1,2443.35
370,20200126,20200207,20200202,21189,SO46908,1,2443.35
379,20200126,20200207,20200202,20998,SO46909,1,2181.5625
331,20200127,20200208,20200203,20710,SO46910,1,782.99
377,20200127,20200208,20200203,24832,SO46911,1,2181.5625
377,20200127,20200208,20200203,13177,SO46912,1,2181.5625
375,20200127,20200208,20200203,13212,SO46913,1,2181.5625
356,20200127,20200208,20200203,26245,SO46914,1,2071.4196
362,20200127,20200208,20200203,26276,SO46915,1,2049.0982
329,20200127,20200208,20200203,15196,SO46916,1,782.99
371,20200127,20200208,20200203,21202,SO46917,1,2181.5625
343,20200127,20200208,20200203,26022,SO46918,1,782.99
362,20200127,20200208,20200203,11481,SO46919,1,2049.0982
362,20200128,20200209,20200204,11609,SO46920,1,2049.0982
371,20200128,20200209,20200204,15454,SO46921,1,2181.5625
368,20200128,20200209,20200204,13088,SO46922,1,2443.35
369,20200128,20200209,20200204,13176,SO46923,1,2443.35
375,20200128,20200209,20200204,13203,SO46924,1,2181.5625
373,20200128,20200209,20200204,21165,SO46925,1,2181.5625
377,20200128,20200209,20200204,21169,SO46926,1,2181.5625
362,20200128,20200209,20200204,12348,SO46927,1,2049.0982
356,20200128,20200209,20200204,12358,SO46928,1,2071.4196
370,20200129,20200210,20200205,13246,SO47068,1,2443.35
383,20200129,20200210,20200205,14017,SO47069,1,1000.4375
387,20200129,20200210,20200205,14025,SO47070,1,1000.4375
369,20200129,20200210,20200205,15667,SO47071,1,2443.35
341,20200129,20200210,20200205,20062,SO47072,1,782.99
369,20200129,20200210,20200205,25287,SO47073,1,2443.35
362,20200129,20200210,20200205,26293,SO47074,1,2049.0982
360,20200129,20200210,20200205,12685,SO47075,1,2049.0982
362,20200129,20200210,20200205,12588,SO47076,1,2049.0982
369,20200130,20200211,20200206,16329,SO47077,1,2443.35
375,20200130,20200211,20200206,13248,SO47078,1,2181.5625
375,20200130,20200211,20200206,13359,SO47079,1,2181.5625
360,20200130,20200211,20200206,26302,SO47080,1,2049.0982
341,20200130,20200211,20200206,15203,SO47081,1,782.99
323,20200130,20200211,20200206,15254,SO47082,1,782.99
329,20200130,20200211,20200206,15288,SO47083,1,782.99
370,20200130,20200211,20200206,21561,SO47084,1,2443.35
379,20200131,20200212,20200207,16311,SO47085,1,2181.5625
373,20200131,20200212,20200207,13378,SO47086,1,2181.5625
377,20200131,20200212,20200207,13383,SO47087,1,2181.5625
369,20200131,20200212,20200207,13274,SO47088,1,2443.35
341,20200131,20200212,20200207,15284,SO47089,1,782.99
377,20200131,20200212,20200207,21394,SO47090,1,2181.5625
354,20200201,20200213,20200208,28532,SO47091,1,2071.4196
369,20200201,20200213,20200208,28802,SO47092,1,2443.35
369,20200201,20200213,20200208,13380,SO47093,1,2443.35
377,20200201,20200213,20200208,15664,SO47094,1,2181.5625
370,20200201,20200213,20200208,25095,SO47095,1,2443.35
354,20200201,20200213,20200208,26283,SO47096,1,2071.4196
370,20200201,20200213,20200208,21257,SO47097,1,2443.35
360,20200201,20200213,20200208,12667,SO47098,1,2049.0982
325,20200201,20200213,20200208,26134,SO47099,1,782.99
360,20200202,20200214,20200209,11612,SO47100,1,2049.0982
371,20200202,20200214,20200209,16260,SO47101,1,2181.5625
370,20200202,20200214,20200209,13424,SO47102,1,2443.35
368,20200202,20200214,20200209,13369,SO47103,1,2443.35
379,20200202,20200214,20200209,13279,SO47104,1,2181.5625
371,20200202,20200214,20200209,13319,SO47105,1,2181.5625
369,20200202,20200214,20200209,25361,SO47106,1,2443.35
352,20200203,20200215,20200210,11616,SO47107,1,2071.4196
369,20200203,20200215,20200210,13839,SO47108,1,2443.35
375,20200203,20200215,20200210,28819,SO47109,1,2181.5625
370,20200203,20200215,20200210,28850,SO47110,1,2443.35
369,20200203,20200215,20200210,25100,SO47111,1,2443.35
356,20200203,20200215,20200210,20318,SO47112,1,2071.4196
343,20200203,20200215,20200210,15255,SO47113,1,782.99
373,20200203,20200215,20200210,21387,SO47114,1,2181.5625
370,20200203,20200215,20200210,21393,SO47115,1,2443.35
387,20200203,20200215,20200210,24611,SO47116,1,1000.4375
354,20200203,20200215,20200210,12586,SO47117,1,2071.4196
362,20200203,20200215,20200210,28541,SO47118,1,2049.0982
368,20200204,20200216,20200211,16275,SO47119,1,2443.35
381,20200204,20200216,20200211,14006,SO47120,1,1000.4375
375,20200204,20200216,20200211,28832,SO47121,1,2181.5625
371,20200204,20200216,20200211,13362,SO47122,1,2181.5625
371,20200204,20200216,20200211,25408,SO47123,1,2181.5625
371,20200204,20200216,20200211,13384,SO47124,1,2181.5625
375,20200204,20200216,20200211,13325,SO47125,1,2181.5625
371,20200204,20200216,20200211,13326,SO47126,1,2181.5625
371,20200204,20200216,20200211,21258,SO47127,1,2181.5625
368,20200204,20200216,20200211,21556,SO47128,1,2443.35
352,20200204,20200216,20200211,12677,SO47129,1,2071.4196
375,20200205,20200217,20200212,16406,SO47130,1,2181.5625
371,20200205,20200217,20200212,13243,SO47131,1,2181.5625
375,20200205,20200217,20200212,13283,SO47132,1,2181.5625
379,20200205,20200217,20200212,13357,SO47133,1,2181.5625
354,20200205,20200217,20200212,26296,SO47134,1,2071.4196
343,20200205,20200217,20200212,27027,SO47135,1,782.99
379,20200205,20200217,20200212,21389,SO47136,1,2181.5625
371,20200205,20200217,20200212,13348,SO47137,1,2181.5625
379,20200206,20200218,20200213,16308,SO47138,1,2181.5625
375,20200206,20200218,20200213,13238,SO47139,1,2181.5625
356,20200206,20200218,20200213,26290,SO47140,1,2071.4196
371,20200206,20200218,20200213,21225,SO47141,1,2181.5625
369,20200206,20200218,20200213,21230,SO47142,1,2443.35
362,20200206,20200218,20200213,12684,SO47143,1,2049.0982
343,20200206,20200218,20200213,26033,SO47144,1,782.99
339,20200206,20200218,20200213,26131,SO47145,1,782.99
389,20200207,20200219,20200214,18133,SO47146,1,1000.4375
375,20200207,20200219,20200214,13324,SO47147,1,2181.5625
377,20200207,20200219,20200214,21259,SO47148,1,2181.5625
360,20200207,20200219,20200214,12669,SO47149,1,2049.0982
370,20200208,20200220,20200215,15625,SO47150,1,2443.35
370,20200208,20200220,20200215,25363,SO47151,1,2443.35
360,20200208,20200220,20200215,28547,SO47152,1,2049.0982
321,20200208,20200220,20200215,26024,SO47153,1,782.99
335,20200208,20200220,20200215,26133,SO47154,1,782.99
370,20200209,20200221,20200216,13801,SO47155,1,2443.35
373,20200209,20200221,20200216,28837,SO47156,1,2181.5625
369,20200209,20200221,20200216,25864,SO47157,1,2443.35
360,20200209,20200221,20200216,26280,SO47158,1,2049.0982
362,20200209,20200221,20200216,26300,SO47159,1,2049.0982
369,20200209,20200221,20200216,21403,SO47160,1,2443.35
375,20200209,20200221,20200216,21408,SO47161,1,2181.5625
371,20200209,20200221,20200216,21418,SO47162,1,2181.5625
362,20200209,20200221,20200216,12671,SO47163,1,2049.0982
360,20200210,20200222,20200217,12123,SO47164,1,2049.0982
370,20200210,20200222,20200217,15649,SO47165,1,2443.35
368,20200210,20200222,20200217,15656,SO47166,1,2443.35
375,20200210,20200222,20200217,13419,SO47167,1,2181.5625
377,20200210,20200222,20200217,13286,SO47168,1,2181.5625
352,20200210,20200222,20200217,26281,SO47169,1,2071.4196
377,20200210,20200222,20200217,21228,SO47170,1,2181.5625
373,20200210,20200222,20200217,21552,SO47171,1,2181.5625
352,20200210,20200222,20200217,12668,SO47172,1,2071.4196
356,20200210,20200222,20200217,12675,SO47173,1,2071.4196
354,20200210,20200222,20200217,12584,SO47174,1,2071.4196
368,20200210,20200222,20200217,13812,SO47175,1,2443.35
358,20200211,20200223,20200218,11492,SO47176,1,2049.0982
381,20200211,20200223,20200218,14022,SO47177,1,1000.4375
383,20200211,20200223,20200218,14026,SO47178,1,1000.4375
377,20200211,20200223,20200218,28848,SO47179,1,2181.5625
370,20200211,20200223,20200218,13287,SO47180,1,2443.35
368,20200211,20200223,20200218,13329,SO47181,1,2443.35
354,20200211,20200223,20200218,26298,SO47182,1,2071.4196
335,20200211,20200223,20200218,15200,SO47183,1,782.99
379,20200211,20200223,20200218,21380,SO47184,1,2181.5625
356,20200211,20200223,20200218,12133,SO47185,1,2071.4196
371,20200212,20200224,20200219,13806,SO47186,1,2181.5625
385,20200212,20200224,20200219,18134,SO47187,1,1000.4375
389,20200212,20200224,20200219,19253,SO47188,1,1000.4375
373,20200212,20200224,20200219,28818,SO47189,1,2181.5625
369,20200212,20200224,20200219,25892,SO47190,1,2443.35
379,20200212,20200224,20200219,13382,SO47191,1,2181.5625
371,20200212,20200224,20200219,16328,SO47192,1,2181.5625
329,20200212,20200224,20200219,20162,SO47193,1,782.99
377,20200212,20200224,20200219,13269,SO47194,1,2181.5625
371,20200212,20200224,20200219,13355,SO47195,1,2181.5625
362,20200212,20200224,20200219,26286,SO47196,1,2049.0982
377,20200212,20200224,20200219,21218,SO47197,1,2181.5625
370,20200213,20200225,20200220,14169,SO47198,1,2443.35
323,20200213,20200225,20200220,20051,SO47199,1,782.99
373,20200213,20200225,20200220,13247,SO47200,1,2181.5625
356,20200213,20200225,20200220,26277,SO47201,1,2071.4196
356,20200213,20200225,20200220,26285,SO47202,1,2071.4196
370,20200214,20200226,20200221,25883,SO47203,1,2443.35
377,20200214,20200226,20200221,25371,SO47204,1,2181.5625
352,20200214,20200226,20200221,26301,SO47205,1,2071.4196
333,20200214,20200226,20200221,15256,SO47206,1,782.99
337,20200214,20200226,20200221,27043,SO47207,1,782.99
369,20200214,20200226,20200221,21359,SO47208,1,2443.35
370,20200214,20200226,20200221,21379,SO47209,1,2443.35
389,20200214,20200226,20200221,24609,SO47210,1,1000.4375
362,20200214,20200226,20200221,12578,SO47211,1,2049.0982
360,20200214,20200226,20200221,12580,SO47212,1,2049.0982
377,20200215,20200227,20200222,16287,SO47213,1,2181.5625
389,20200215,20200227,20200222,19195,SO47214,1,1000.4375
368,20200215,20200227,20200222,28836,SO47215,1,2443.35
360,20200215,20200227,20200222,26299,SO47216,1,2049.0982
375,20200215,20200227,20200222,21222,SO47217,1,2181.5625
369,20200215,20200227,20200222,21361,SO47218,1,2443.35
362,20200215,20200227,20200222,12577,SO47219,1,2049.0982
358,20200215,20200227,20200222,12579,SO47220,1,2049.0982
370,20200216,20200228,20200223,13823,SO47221,1,2443.35
381,20200216,20200228,20200223,26316,SO47222,1,1000.4375
370,20200216,20200228,20200223,25875,SO47223,1,2443.35
369,20200216,20200228,20200223,15659,SO47224,1,2443.35
375,20200216,20200228,20200223,13277,SO47225,1,2181.5625
368,20200216,20200228,20200223,13314,SO47226,1,2443.35
375,20200216,20200228,20200223,25288,SO47227,1,2181.5625
375,20200216,20200228,20200223,13237,SO47228,1,2181.5625
358,20200216,20200228,20200223,26295,SO47229,1,2049.0982
371,20200216,20200228,20200223,21256,SO47230,1,2181.5625
362,20200216,20200228,20200223,11564,SO47231,1,2049.0982
373,20200217,20200229,20200224,15627,SO47232,1,2181.5625
379,20200217,20200229,20200224,16250,SO47233,1,2181.5625
389,20200217,20200229,20200224,19260,SO47234,1,1000.4375
375,20200217,20200229,20200224,16317,SO47235,1,2181.5625
385,20200217,20200229,20200224,14023,SO47236,1,1000.4375
368,20200217,20200229,20200224,28834,SO47237,1,2443.35
370,20200217,20200229,20200224,16405,SO47238,1,2443.35
371,20200217,20200229,20200224,21384,SO47239,1,2181.5625
381,20200217,20200229,20200224,24612,SO47240,1,1000.4375
368,20200217,20200229,20200224,21559,SO47241,1,2443.35
362,20200217,20200229,20200224,28540,SO47242,1,2049.0982
339,20200217,20200229,20200224,20712,SO47243,1,782.99
385,20200218,20200301,20200225,19193,SO47244,1,1000.4375
375,20200218,20200301,20200225,16420,SO47245,1,2181.5625
343,20200218,20200301,20200225,20713,SO47246,1,782.99
371,20200218,20200301,20200225,13292,SO47247,1,2181.5625
375,20200218,20200301,20200225,13340,SO47248,1,2181.5625
377,20200218,20200301,20200225,13346,SO47249,1,2181.5625
379,20200218,20200301,20200225,21217,SO47250,1,2181.5625
377,20200218,20200301,20200225,21226,SO47251,1,2181.5625
352,20200218,20200301,20200225,12676,SO47252,1,2071.4196
356,20200218,20200301,20200225,12683,SO47253,1,2071.4196
333,20200219,20200302,20200226,15276,SO47254,1,782.99
358,20200219,20200302,20200226,11561,SO47255,1,2049.0982
373,20200219,20200302,20200226,16417,SO47256,1,2181.5625
368,20200219,20200302,20200226,14141,SO47257,1,2443.35
377,20200219,20200302,20200226,13298,SO47258,1,2181.5625
375,20200219,20200302,20200226,13351,SO47259,1,2181.5625
375,20200219,20200302,20200226,13233,SO47260,1,2181.5625
362,20200219,20200302,20200226,26305,SO47261,1,2049.0982
379,20200219,20200302,20200226,21560,SO47262,1,2181.5625
358,20200219,20200302,20200226,12589,SO47263,1,2049.0982
368,20200220,20200303,20200227,16410,SO47264,1,2443.35
375,20200220,20200303,20200227,13250,SO47265,1,2181.5625
377,20200220,20200303,20200227,21555,SO47266,1,2181.5625
352,20200220,20200303,20200227,12674,SO47267,1,2071.4196
375,20200220,20200303,20200227,21402,SO47268,1,2181.5625
362,20200221,20200304,20200228,28512,SO47269,1,2049.0982
360,20200221,20200304,20200228,28519,SO47270,1,2049.0982
381,20200221,20200304,20200228,18140,SO47271,1,1000.4375
371,20200221,20200304,20200228,29013,SO47272,1,2181.5625
368,20200221,20200304,20200228,13420,SO47273,1,2443.35
370,20200221,20200304,20200228,16407,SO47274,1,2443.35
339,20200221,20200304,20200228,19076,SO47275,1,782.99
343,20200221,20200304,20200228,15289,SO47276,1,782.99
371,20200221,20200304,20200228,21219,SO47277,1,2181.5625
379,20200221,20200304,20200228,21404,SO47278,1,2181.5625
362,20200221,20200304,20200228,12680,SO47279,1,2049.0982
352,20200222,20200305,20200229,11615,SO47280,1,2071.4196
389,20200222,20200305,20200229,17099,SO47281,1,1000.4375
381,20200222,20200305,20200229,19258,SO47282,1,1000.4375
373,20200222,20200305,20200229,15655,SO47283,1,2181.5625
368,20200222,20200305,20200229,13402,SO47284,1,2443.35
373,20200222,20200305,20200229,29135,SO47285,1,2181.5625
329,20200222,20200305,20200229,19944,SO47286,1,782.99
375,20200222,20200305,20200229,13280,SO47287,1,2181.5625
373,20200222,20200305,20200229,13353,SO47288,1,2181.5625
360,20200222,20200305,20200229,26297,SO47289,1,2049.0982
368,20200222,20200305,20200229,21558,SO47290,1,2443.35
371,20200223,20200306,20200301,16318,SO47291,1,2181.5625
379,20200223,20200306,20200301,13811,SO47292,1,2181.5625
385,20200223,20200306,20200301,19192,SO47293,1,1000.4375
383,20200223,20200306,20200301,18139,SO47294,1,1000.4375
387,20200223,20200306,20200301,14005,SO47295,1,1000.4375
385,20200223,20200306,20200301,14024,SO47296,1,1000.4375
377,20200223,20200306,20200301,13385,SO47297,1,2181.5625
371,20200223,20200306,20200301,13403,SO47298,1,2181.5625
369,20200223,20200306,20200301,13425,SO47299,1,2443.35
337,20200223,20200306,20200301,20717,SO47300,1,782.99
358,20200223,20200306,20200301,26292,SO47301,1,2049.0982
360,20200223,20200306,20200301,12670,SO47302,1,2049.0982
323,20200223,20200306,20200301,26029,SO47303,1,782.99
379,20200224,20200307,20200302,16272,SO47304,1,2181.5625
369,20200224,20200307,20200302,25393,SO47305,1,2443.35
369,20200224,20200307,20200302,28798,SO47306,1,2443.35
335,20200224,20200307,20200302,20711,SO47307,1,782.99
